catalog_number,scan_name,provisional_id,layer_in_batch,scan_folder,trip_folder,element,side,site,scan_voxelsize_mm,scanned,true_voxelsize_mm,raw_ply,fill_ply,crop_ply,checked,notes,last_mod,scan_metadata,processor,mod_by,morphosource_tiff,morphosource_surface,morphosource_checked,morphosource_media,citation,"Folder Struct Check[0,1]"
IRSNBM2031,IRSNBM2031,peratherium_constans<,4,NV1 nF Dia,UF_NRF,MX/, ,dormaal,0.00540941,Y,0.00540941, , , , , ,,NV1 nF Dia, , ,FALSE,FALSE,FALSE,, ,
IRSNBM2035,IRSNBM2035,peratherium_constans<,4,NV1 nF Dia,UF_NRF,M/4,R,dormaal,0.00540941,Y,0.00540941, , , , ,intiially mislabelled IRSNBM1248,,NV1 nF Dia, , ,FALSE,FALSE,FALSE,, ,
IRSNBM1249,IRSNBM1249,macrocranion_germonpreae<,5,NV1 nF Dia,UF_NRF,M/X, ,dormaal,0.00540941,Y,0.00540941,X,X,X,X, ,11/15/16,NV1 nF Dia,NSV,NSV,FALSE,FALSE,FALSE,, ,
IRSNBM1260,IRSNBM1260,remiculus_delsatei<,5,NV1 nF Dia,UF_NRF,MX/, ,dormaal,0.00540941,Y,0.00540941,X, , , , ,1/1/17,NV1 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
IRSNBM2033,IRSNBM2033,peratherium_constans<,5,NV1 nF Dia,UF_NRF,M/X, ,dormaal,0.00540941,Y,0.00540941, , , , , ,,NV1 nF Dia, , ,FALSE,FALSE,FALSE,, ,
IRSNBM2042,IRSNBM2042,peratherium_constans<,5,NV1 nF Dia,UF_NRF,MX/, ,dormaal,0.00540941,Y,0.00540941, , , , , ,,NV1 nF Dia, , ,FALSE,FALSE,FALSE,, ,
IRSNBM35,IRSNBM35,wyonycteris_richardi<,5,NV1 nF Dia,UF_NRF,M/2, ,dormaal,0.00540941,Y,0.00540941,X,X,X,X, ,7/3/17,NV1 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330532,CAB13-1162,macrocranion,1,NV10 nF Dia,UF_NRF,P4/,R,v08179,0.00540941,Y,0.00540941,X,X,X,X, ,11/20/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330782,CAB13-1412,ectypodus,1,NV10 nF Dia,UF_NRF,M/2,R,v06061,0.00540941,Y,0.00540941, , , , , ,,NV10 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF332071,CAB14-0725,peradectes,1,NV10 nF Dia,UF_NRF,M/4,R,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF332505,CAB14-1207,macrocranion,1,NV10 nF Dia,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/17/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333673,CAB14-2375,colpocherus,1,NV10 nF Dia,UF_NRF,M2/,R,v14047,0.00540941,Y,0.00540941,X,X,X,X,originally mislabelled CAB14-0235,1/1/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1040,macrocranion,1,NV10 nF Dia,UF_NRF,M/3,L,v06061,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,big piece of metaconid gone,11/20/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330783,CAB13-1413,ectypodus,2,NV10 nF Dia,UF_NRF,M/2,L,v06061,0.00540941,Y,0.00540941, , , , , ,,NV10 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF332048,CAB14-0702,peradectes,2,NV10 nF Dia,UF_NRF,M/1,R,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333427,CAB14-2129,macrocranion,2,NV10 nF Dia,UF_NRF,M1/,L,v14048,0.00540941,Y,0.00540941,X,X,X,X, ,5/7/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333520,CAB14-2222,macrocranion,2,NV10 nF Dia,UF_NRF,P/4,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/26/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF448561,CAB15-0506,macrocranion,2,NV10 nF Dia,UF_NRF,M/1,L,v14047,0.00540941,Y,0.00540941,X,X,X,X,initially missing the 15,12/15/16,NV10 nF Dia,NSV, ,TRUE,TRUE,FALSE,M41180, ,
 ,CAB15-0590,macrocranion,2,NV10 nF Dia,UF_NRF,P4/,R,v14047,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,weird enamel,12/1/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330802,CAB13-1432,ectypodus,3,NV10 nF Dia,UF_NRF,M/2,R,v06061,0.00540941,Y,0.00540941, , , , , ,,NV10 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF332050,CAB14-0704,peradectes,3,NV10 nF Dia,UF_NRF,M/1,L,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333601,CAB14-2303,macrocranion,3,NV10 nF Dia,UF_NRF,P/4,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,4/17/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF448562,CAB15-0507,macrocranion,3,NV10 nF Dia,UF_NRF,M/2,R,v14047,0.00540941,Y,0.00540941,X,X,X,X,hypoconlid broken - usable?,2/13/17,NV10 nF Dia,NSV, ,TRUE,TRUE,FALSE,M41181, ,
 ,CAB15-0739,eulipotyphla,3,NV10 nF Dia,UF_NRF,M1/,R,v15048,0.00540941,Y,0.00540941,X,X,X,X,smaller morph,11/12/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF284808,UF284808,macrocranion,3,NV10 nF Dia,UF_NRF,P4/,R,v12029,0.00540941,Y,0.00540941,X,X,X,X, ,11/20/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330370,CAB13-0981,ectypodus,4,NV10 nF Dia,UF_NRF,M/2,R,v08179,0.00540941,Y,0.00540941, , , , , ,,NV10 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF332783,CAB14-1485,macrocranion,4,NV10 nF Dia,UF_NRF,M1/,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,11/12/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF331990,CAB14-1644,peradectes,4,NV10 nF Dia,UF_NRF,M/1, ,v14087,0.00540941,Y,0.00540941,X, , , ,is element correct?; originally mislabelled CAB14-0644,2/16/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333519,CAB14-2221,macrocranion,4,NV10 nF Dia,UF_NRF,P/4,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/26/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF448563,CAB15-0508,macrocranion,4,NV10 nF Dia,UF_NRF,M/2,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/1/16,NV10 nF Dia,NSV, ,TRUE,TRUE,FALSE,M41183, ,
UF284168,UF284168,macrocranion,4,NV10 nF Dia,UF_NRF,P4/,L,v12029,0.00540941,Y,0.00540941,X,X,X,X, ,11/20/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF328640,CAB12-1260,ectypodus,5,NV10 nF Dia,UF_NRF,M/2,R,v06061,0.00540941,Y,0.00540941, , , , , ,,NV10 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF332788,CAB14-1490,leptacodon,5,NV10 nF Dia,UF_NRF,M1/,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,5/7/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF332988,CAB14-1690,peradectes,5,NV10 nF Dia,UF_NRF,M/4,R,v06061,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF448564,CAB15-0510,macrocranion,5,NV10 nF Dia,UF_NRF,M/2,L,v14047,0.00540941,Y,0.00540941,X,X,X,X,initially mislabelled CAB14-1690,11/1/16,NV10 nF Dia,NSV, ,TRUE,TRUE,FALSE,M41184, ,
 ,CAB15-0768,nyctitheriidae,5,NV10 nF Dia,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/17/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF284161,UF284161,erinaceomorpha,5,NV10 nF Dia,UF_NRF,P4/,L,v12029,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,enamelless,12/1/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF329135,CAB12-1756,ectypodus,6,NV10 nF Dia,UF_NRF,M/2,R,v08179,0.00540941,Y,0.00540941, , , , , ,,NV10 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF333476,CAB14-2178,macrocranion,6,NV10 nF Dia,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/16/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF448552,CAB15-0496,colpocherus,6,NV10 nF Dia,UF_NRF,M/1,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,7/3/17,NV10 nF Dia,NSV, ,TRUE,TRUE,FALSE,M41167, ,
 ,CAB15-0944,peradectes,6,NV10 nF Dia,UF_NRF,M/1,R,v06061,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1025,cf_colpocherus,6,NV10 nF Dia,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/14/17,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295952,UF295952,erinaceomorpha,6,NV10 nF Dia,UF_NRF,P4/,R,v12029,0.00540941,Y,0.00540941,X,BROKEN,:(,:(,crummy enamel,11/28/16,NV10 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF327051,CAB11-1398,ectypodus,1,NV11 nF Dia,UF_NRF,M/2,R,v07055,0.00540941,Y,0.00540941, , , , , ,,NV11 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF332987,CAB14-1689,macrocranion,1,NV11 nF Dia,UF_NRF,P/4,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/17/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333477,CAB14-2179,macrocranion,1,NV11 nF Dia,UF_NRF,M1/,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,5/7/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0497,cf_colpocherus,1,NV11 nF Dia,UF_NRF,M/2,R,v14047,0.00540941,Y,0.00540941,X,BROKEN,:(,:(,enamelless,2/12/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0940,peradectes,1,NV11 nF Dia,UF_NRF,M/4,R,v06061,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295957,UF295957,erinaceomorpha,1,NV11 nF Dia,UF_NRF,P4/,L,v12029,0.00540941,Y,0.00540941,X,X,X,X,plagioctenoides?,11/28/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF328546,CAB12-1165,marsupialia,2,NV11 nF Dia,UF_NRF,M/4,R,v06061,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,"this is an M/4 of a marsupial, not a P/4 of Leptacodon; also, hypoconulid broken",2/6/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333554,CAB14-2256,macrocranion,2,NV11 nF Dia,UF_NRF,M2/,L,v14047,0.00540941,Y,0.00540941,X,X,X,X,originally mislabelled CAB12-2256,2/6/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
DMNSEPV91337,DMNSEPV91337,macrocranion,2,NV11 nF Dia,UF_NRF,"dentary M/1, M/2", ,UW V-73037,0.00540941,Y,0.00540941,X,X,X,X,specimen includes P/4 talonid,11/26/16,NV11 nF Dia,NSV, ,TRUE,TRUE,FALSE,M41137, ,
UF283432,UF283432,erinaceomorpha,2,NV11 nF Dia,UF_NRF,P4/,R,v12029,0.00540941,Y,0.00540941,X,X,X,X,plagioctenoides?,11/21/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295663,UF295663,ectypodus,2,NV11 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV11 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF333016,CAB14-1718,cf_colpocherus,3,NV11 nF Dia,UF_NRF,P/4,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/17/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333672,CAB14-2374,plagioctenoides,3,NV11 nF Dia,UF_NRF,M1/,R,v14047,0.00540941,Y,0.00540941,X, , , ,"originally thought to be colpocherus, but it's dilambdodont",1/1/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0619,macrocranion,3,NV11 nF Dia,UF_NRF,M/3,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,1/3/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
DMNSEPV91338,DMNSEPV91338,peradectes,3,NV11 nF Dia,UF_NRF,dentary M/3, ,UW V-73037,0.00540941,Y,0.00540941,X,X,X,X,lots of hand-editing. May need more work,6/29/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295660,UF295660,ectypodus,3,NV11 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV11 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF295950,UF295950,erinaceomorpha,3,NV11 nF Dia,UF_NRF,P4/,R,v12029,0.00540941,Y,0.00540941,X,X,X,X, ,11/21/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330366,CAB13-0977,macrocranion,4,NV11 nF Dia,UF_NRF,M/3,R,v12016,0.00540941,Y,0.00540941,X, , , ,"chippy, ugly; originally written as 13-0997, but correct specimen is 13-0977; initially mixed with UF295953",1/3/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF332530,CAB14-1232,macrocranion,4,NV11 nF Dia,UF_NRF,M1/,L,v06061,0.00540941,Y,0.00540941,X,X,X,X,colpocherus?,1/1/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0563,peradectes,4,NV11 nF Dia,UF_NRF,M/1,L,v14047,0.00540941,Y,0.00540941,X, , , , ,11/14/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1035,macrocranion,4,NV11 nF Dia,UF_NRF,P/4,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/17/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295653,UF295653,ectypodus,4,NV11 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV11 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF295953,UF295953,erinaceomorpha,4,NV11 nF Dia,UF_NRF,P4/,L,v12029,0.00540941,Y,0.00540941,X,X,X,X,intially mixed with CAB13-0997 [13-0977],11/21/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF329261,CAB12-1887,nyctitheriidae,5,NV11 nF Dia,UF_NRF,P/4,L,v08179,0.00540941,Y,0.00540941,X,X,X,X,initially mislabelled CAB15-0480,1/1/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF332542,CAB14-1244,macrocranion,5,NV11 nF Dia,UF_NRF,M1/,R,v06061,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,paracone and metacone broken,12/7/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0480,peradectes,5,NV11 nF Dia,UF_NRF,M/4,L,v14047,0.00540941,Y,0.00540941,X, , , ,initially ??? RLY? Mislabelled CAB12-1887,11/26/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0608,macrocranion,5,NV11 nF Dia,UF_NRF,M/2,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/1/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295659,UF295659,ectypodus,5,NV11 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV11 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF295954,UF295954,erinaceomorpha,5,NV11 nF Dia,UF_NRF,P4/,L,v12029,0.00540941,Y,0.00540941,X,X,X,X, ,11/21/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330388,CAB13-0999,peradectes,6,NV11 nF Dia,UF_NRF,dentary M/4,R,v08179,0.00540941,Y,0.00540941,X,X,X,X,I fixed the crop file and got it to open,2/17/17,NV11 nF Dia,EDH, ,FALSE,FALSE,FALSE,, ,
UF330921,CAB13-1553,macrocranion,6,NV11 nF Dia,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/17/17,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF332257,CAB14-0957,macrocranion,6,NV11 nF Dia,UF_NRF,M2/,L,v08179,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,"metacone broken, otherwise lovely",12/7/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF448565,CAB15-0617,macrocranion,6,NV11 nF Dia,UF_NRF,M/1,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,11/1/16,NV11 nF Dia,NSV, ,TRUE,TRUE,FALSE,M41186, ,
UF295661,UF295661,ectypodus,6,NV11 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV11 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF295955,UF295955,erinaceomorpha,6,NV11 nF Dia,UF_NRF,P4/,L,v12029,0.00540941,Y,0.00540941,X,X,X,X,colpocherus?,11/28/16,NV11 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF326897,CAB11-1244,plagioctenodon,1,NV12 nF Dia,UF_NRF,dentary P/4,L,v08179,0.00540941,Y,0.00540941,X,X,X,X, ,4/13/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333566,CAB14-2268,macrocranion,1,NV12 nF Dia,UF_NRF,M1/,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,12/7/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0762,macrocranion,1,NV12 nF Dia,UF_NRF,M/1,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,2/14/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295658,UF295658,ectypodus,1,NV12 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV12 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF296811,UF296811,erinaceomorpha,1,NV12 nF Dia,UF_NRF,P4/,R,v12029,0.00540941,Y,0.00540941,BROKEN,:(,:(,:(,mostly enamelless,11/28/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF330666,CAB13-1296,plagioctenodon,2,NV12 nF Dia,UF_NRF,"dentary P/1, P/4",R,v08179,0.00540941,Y,0.00540941,X,X,X,X, ,4/11/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333513,CAB14-2215,macrocranion,2,NV12 nF Dia,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,X, , , ,hypocone broken; being picky,1/1/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0763,macrocranion,2,NV12 nF Dia,UF_NRF,M/1,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,2/14/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF284069,UF284069,erinaceomorpha,2,NV12 nF Dia,UF_NRF,P4/,R,v12029,0.00540941,Y,0.00540941,X,X,X,X,niptomomys?,11/28/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295662,UF295662,ectypodus,2,NV12 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV12 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF333514,CAB14-2216,macrocranion,3,NV12 nF Dia,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,X,X,X,X,something odd about slices posteriorly? Some kind of shift?,12/7/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0406,macrocranion,3,NV12 nF Dia,UF_NRF,dentary M/1,R,v14047,0.00540941,Y,0.00540941,X,BROKEN,:(,:(,initially mislabelled CAB15-0708; hypoconulid gone,11/1/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0708,eulipotyphla,3,NV12 nF Dia,UF_NRF,P/4,L,v07055,0.00540941,Y,0.00540941,X,X,X,X,initially mislabelled CAB15-0406,4/13/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF283706,UF283706,erinaceomorpha,3,NV12 nF Dia,UF_NRF,P4/,L,v12029,0.00540941,Y,0.00540941,X,X,X,X, ,11/28/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295650,UF295650,ectypodus,3,NV12 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV12 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF333515,CAB14-2217,macrocranion,4,NV12 nF Dia,UF_NRF,M1/,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,12/7/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333669,CAB14-2371,plagioctenoides,4,NV12 nF Dia,UF_NRF,P/4,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,9/26/17,NV12 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
UF448566,CAB15-0764,macrocranion,4,NV12 nF Dia,UF_NRF,M/1,R,v06061,0.00540941,Y,0.00540941,X,X,X,X,may have been originally mislabelled CAB15-0746,2/14/17,NV12 nF Dia,NSV, ,TRUE,TRUE,FALSE,M41187, ,
DMNSEPV91299,DMNSEPV91299,cf_talpavoides,4,NV12 nF Dia,UF_NRF,dentary P/4, ,UW V-73027,0.00540941,Y,0.00540941,X,X,X,X,looks pretty bad…a lot of chunks missing,11/26/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295646,UF295646,ectypodus,4,NV12 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV12 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF296420,UF296420,erinaceomorpha,4,NV12 nF Dia,UF_NRF,P4/,R,v12029,0.00540941,Y,0.00540941,X,X,X,X, ,11/28/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333516,CAB14-2218,macrocranion,5,NV12 nF Dia,UF_NRF,M2/,L,v14047,0.00540941,Y,0.00540941,X,X,X,X,initially mislabelled CAB15-1377,12/7/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333548,CAB14-2250,plagioctenoides,5,NV12 nF Dia,UF_NRF,P/4,L,v14047,0.00540941,Y,0.00540941,X,X,X,X,"originaly ID'd as Plagioctenoides, but paraconid too large, talonid to tall and well-developed -- Leptacodon donkroni?",9/26/17,NV12 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1065,macrocranion,5,NV12 nF Dia,UF_NRF,P/4,R,v06061,0.00540941,Y,0.00540941,X,BROKEN,:(,:(,missing enamel on half the tooth,4/13/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1377,plagioctenoides,5,NV12 nF Dia,UF_NRF,M1/,L,v06061,0.00540941,Y,0.00540941, , , , ,initially mislabelled CAB14-2218,,NV12 nF Dia, , ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1513,macrocranion,5,NV12 nF Dia,UF_NRF,M/2,R,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,2/14/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295654,UF295654,ectypodus,5,NV12 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV12 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF333457,CAB14-2159,leptacodon,6,NV12 nF Dia,UF_NRF,M1/,R,v14046,0.00540941,Y,0.00540941,X, , , ,paracone broken. Being picky,1/1/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF333595,CAB14-2297,cf_talpavoides,6,NV12 nF Dia,UF_NRF,P/4,R,v14047,0.00540941,Y,0.00540941,X,X,X,X,initialy mislabelled 2279,11/29/16,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0524,plagioctenoides,6,NV12 nF Dia,UF_NRF,P/4,L,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,10/3/17,NV12 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0718,cf_colpocherus,6,NV12 nF Dia,UF_NRF,M/3,L,v07055,0.00540941,Y,0.00540941,X,BROKEN,:(,:(,lots of enamel missing. 1.41mm long -- nyctithere?,1/1/17,NV12 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1573,plagioctenoides,6,NV12 nF Dia,UF_NRF,M2/,R,v08179,0.00540941,Y,0.00540941,X,X,X,X, ,1/24/17,NV12 nF Dia,EDH, ,FALSE,FALSE,FALSE,, ,
UF296265,UF296265,ectypodus,6,NV12 nF Dia,UF_NRF,M/2,L,v12029,0.00540941,Y,0.00540941, , , , , ,,NV12 nF Dia, , ,FALSE,FALSE,FALSE,, ,
UF326834,CAB11-1180,plagioctenoides,1,NV13 nF Dia,UF_NRF,M2/,L,v08179,0.00540941,Y,0.00540941,X,X,X,X, ,2/14/17,NV13 nF Dia,EDH, ,FALSE,FALSE,FALSE,, ,
UF333467,CAB14-2169,macrocranion,1,NV13 nF Dia,UF_NRF,M1/,R,v14047,0.00540941,Y,0.00540941,X,X,X,X, ,12/7/16,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-0525,plagioctenoides,1,NV13 nF Dia,UF_NRF,P/4,R,v14047,0.00540941,Y,0.00540941,X,X,X,BROKEN,"broken, not Plagioctenoides?",10/3/17,NV13 nF Dia,MTC, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1027,cf_colpocherus,1,NV13 nF Dia,UF_NRF,P/4,L,v06061,0.00540941,Y,0.00540941,X,X,X,X, ,4/14/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
 ,CAB15-1334,colpocherus,1,NV13 nF Dia,UF_NRF,M/2,R,v06061,0.00540941,Y,0.00540941,X,X,X,X,originally mis-ID'd as Macrocranion; protoconid?,7/3/17,NV13 nF Dia,NSV, ,FALSE,FALSE,FALSE,, ,
UF295652,UF295652,ectypodus,1,NV13 nF Dia,UF_NRF,M/2,R,v12029,0.00540941,Y,0.00540941, , , , , ,,NV13 nF Dia, , ,FALSE,FALSE,FALSE,, ,
